#{"t_start": 1619615257.0356133, "env_id": null}
r,l,t
-5095.78,60,70.997717
-5052.38,60,71.048745
-5024.25,60,71.153776
-5086.11,60,71.215788
-5078.82,60,71.27871
-5063.59,60,71.346711
-5103.64,60,71.480695
-4953.81,60,71.534692
-4995.25,60,71.601722
-4992.44,60,71.66472
-5083.2,60,71.74274
-5175.76,60,71.857803
-5006.0,60,71.926666
-5062.58,60,72.005682
-5112.45,60,72.074714
-5015.56,60,72.205637
-4930.88,60,72.274668
-5004.67,60,72.345684
-5111.65,60,72.409699
-5101.27,60,72.533727
-5056.32,60,72.588623
-5024.45,60,72.64172
-5061.16,60,72.707637
-5053.35,60,72.847681
-4954.9,60,72.907678
-5107.51,60,72.964708
-5077.19,60,73.032723
-5150.33,60,73.099746
-4912.63,60,73.218573
-4921.11,60,73.280603
-5045.98,60,73.341617
-5095.3,60,73.409632
-4998.09,60,73.518641
-5009.06,60,73.59766
-5016.31,60,73.669691
-4877.73,60,73.733789
-5013.04,60,73.835751
-4983.73,60,73.895764
-5013.01,60,73.959778
-4988.5,60,74.024792
-5017.61,60,74.148827
-4938.84,60,74.201855
-5054.35,60,74.256853
-5028.33,60,74.317889
-5167.28,60,74.376931
-5047.92,60,74.4761
-5004.35,60,74.539113
-5004.22,60,74.60434
-4898.47,60,74.665149
-5004.26,60,74.787198
-4947.22,60,74.848227
-5106.85,60,74.90325
-4957.28,60,74.958248
-4959.66,60,75.051291
-4972.41,60,75.108312
-4974.79,60,75.163327
-4978.78,60,75.222331
-4918.46,60,75.287356
-5010.61,60,75.401388
-4965.7,60,75.457402
-4991.58,60,75.516423
-5012.56,60,75.577444
-4989.55,60,75.691494
-5050.7,60,75.766565
-4950.7,60,75.83172
-4972.51,60,75.900609
-4965.54,60,76.019636
-4950.75,60,76.084658
-4946.19,60,76.143672
-5019.26,60,76.198886
-4931.5,60,76.295894
-5059.76,60,76.352921
-5116.05,60,76.415921
-4995.47,60,76.478949
-4996.31,60,76.547948
-4969.63,60,76.661976
-5028.97,60,76.729005
-4954.64,60,76.794005
-4970.38,60,76.856021
-4950.86,60,76.952056
-4925.1,60,77.009053
-5052.05,60,77.069082
-4910.19,60,77.136083
-4958.29,60,77.256109
-5002.21,60,77.319138
-4922.73,60,77.374134
-4933.57,60,77.429163
-4952.66,60,77.527171
-4936.97,60,77.589181
-4972.0,60,77.641211
-4958.88,60,77.695223
-4974.45,60,77.756224
-4854.25,60,77.857245
-5001.25,60,77.924275
